calories,total_fat,saturated_fat,cholesterol,sodium,calcium,fat,name
14,0.2,0,0,130,58,0.2,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
47,0,0,0,594,0,0,Paratha Baingan masala Rajma chawal
15,0.2,0,0,28,36,0.15,Luchi Chholar dal Alur torkari potato curry
366,0.3,0,0,822,153,0.27,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
92,2.3,0.5,41,40,70,2.32,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
31,0.3,0,0,4,7,0.3,Biryani Keema curry Onion raita
111,1.7,0.6,66,72,5,1.72,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
486,31,3.3,0,16,631,30.74,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
41,1.4,0.2,0,39,123,1.44,Paratha Baingan bharta Mix vegetable raita
384,2.8,0.6,0,326,11,2.8,Luchi Aloo posto Chana masala
86,1.4,0.3,0,15,2,1.35,Rice Pabda fish curry Potol bhaja fried pointed gourd
897,100,39,95,150,0,99.5,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
171,11,3.2,89,1050,19,10.54,Biryani Chicken rezala Pineapple raita
341,0.7,0,0,14,770,0.69,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
262,1.7,0.1,0,527,15,1.71,Vegetable pulao Kadai paneer Cucumber tomato salad
420,28,15,86,1804,853,27.84,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
103,3.8,1.1,17,423,47,3.76,Paratha Methi thepla Aloo matar curry
507,34,20,0,16,24,34.2,Radhaballavi Aloo bhaja Tomato khejur chutney
31,0.1,0,0,6,37,0.12,Chapati Paneer tikka masala Bhindi masala
123,3.2,1.2,80,86,6,3.19,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
228,9.7,3.6,165,617,192,9.66,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
21,0,0,0,280,8,0,Biryani Chicken curry Mutton curry
302,0.5,0.2,0,12,53,0.46,Roti Gobi paratha Dum aloo
455,16,3.2,0,699,92,16.4,Khichdi Begun bhaja Mutton curry
59,0.2,0,0,8,7,0.17,Biryani Keema curry Onion raita
323,15,2.3,0,189,19,15.47,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
282,15,2.8,32,434,120,14.64,Rice Dal lentils Fish curry
263,12,4.4,35,626,167,11.79,Roti flatbread Chicken curry Mixed vegetable sabzi
42,0.2,0,0,4,43,0.2,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
434,21,3,0,13,206,20.65,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
97,2.3,0.5,80,69,15,2.33,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
120,3.2,0.4,83,103,2,3.21,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
36,1.4,0.3,5,9690,2,1.4,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
371,7,1.5,0,4,159,7.02,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
398,5,0.9,0,4,11,5.04,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
247,1.2,0.3,0,10,1002,1.24,Vegetable pulao Chicken rezala Raita
253,4.4,0.2,0,208,1784,4.36,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
369,9.5,4.9,11,5203,141,9.48,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
88,0.7,0.1,0,25,37,0.73,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
348,2,0.4,0,13,20,2,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
129,0.5,0.1,0,1096,4,0.54,Mutton biryani Raita Keema matar minced meat with peas
93,1.2,0.2,86,51,110,1.22,Roti Bhindi do pyaza Palak paneer
25,0,0,0,9,16,0.04,Biryani Kosha Mangsho slow-cooked mutton Egg curry
226,17,4.5,86,1069,80,16.93,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
67,2.6,0.9,18,554,14,2.63,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
15,0.1,0,0,2,16,0.11,Chapati Bhindi masala Rajma chawal
29,0.3,0.1,0,7,63,0.25,Vegetable biryani Rajma curry Boondi raita
269,0,0,0,150,0,0,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
444,44,14,83,89,30,43.75,Chapati Gobi paratha Dum aloo
78,0,0,3,47,118,0,Khichdi Labra mixed vegetable curry Fish curry
114,2,0.7,95,51,3,2.03,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
50,0.3,0.1,0,3,16,0.3,Paratha Baingan masala Rajma chawal
367,8.6,4.3,10,5356,139,8.63,Luchi Chholar dal Alur torkari potato curry
28,0.1,0,0,717,67,0.1,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
38,0.6,0,0,1,12,0.6,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
30,0.3,0.1,0,3,81,0.25,Biryani Keema curry Onion raita
553,49,4.6,0,5,70,48.75,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
88,1.2,0,0,15,176,1.18,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
555,35,10,975,576,171,34.5,Paratha Baingan bharta Mix vegetable raita
567,49,6.3,0,18,92,49.24,Luchi Aloo posto Chana masala
31,0.2,0.1,0,6,37,0.22,Rice Pabda fish curry Potol bhaja fried pointed gourd
372,1.6,0.2,0,36,58,1.57,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
341,32,15,79,60,11,31.7,Biryani Chicken rezala Pineapple raita
105,1,0.6,12,702,351,1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
535,30,19,23,79,189,29.66,Vegetable pulao Kadai paneer Cucumber tomato salad
309,12,3.7,0,2,4,11.81,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
0,0,0,0,2,10,0,Paratha Methi thepla Aloo matar curry
535,36,13,56,2590,467,36.35,Radhaballavi Aloo bhaja Tomato khejur chutney
61,3.5,2.2,14,3,101,3.46,Chapati Paneer tikka masala Bhindi masala
209,6.1,2.3,5,563,124,6.05,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
31,0.3,0,0,23,33,0.3,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
232,17,6.1,38,1164,47,16.64,Biryani Chicken curry Mutton curry
295,15,2.6,44,798,11,14.5,Roti Gobi paratha Dum aloo
372,6,1.4,0,361,44,5.99,Khichdi Begun bhaja Mutton curry
120,3.8,0.8,74,50,11,3.77,Biryani Keema curry Onion raita
257,20,4.2,64,737,50,20.14,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
271,7,0.5,0,77,1990,7.04,Rice Dal lentils Fish curry
319,1.2,0.3,0,162,0,1.18,Roti flatbread Chicken curry Mixed vegetable sabzi
23,0.8,0,0,55,124,0.78,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
29,0.4,0,0,1,12,0.41,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
345,16,0,0,89,97,15.85,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
104,0.1,0.1,0,208,37,0.13,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
49,0.2,0,0,67,72,0.16,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
590,53,4,0,19,236,52.52,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
422,14,2.1,2,168,429,14.29,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
162,8.1,0,0,82,25,8.1,Vegetable pulao Chicken rezala Raita
11,0.2,0.1,0,1208,0,0.2,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
312,29,12,61,311,20,28.51,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
274,4.4,1.1,0,347,66,4.4,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
292,4.8,0.8,0,486,72,4.8,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
127,4.4,0.8,46,75,7,4.4,Mutton biryani Raita Keema matar minced meat with peas
56,0.8,0.2,41,0,35,0.8,Roti Bhindi do pyaza Palak paneer
159,4,1.7,90,81,6,3.97,Biryani Kosha Mangsho slow-cooked mutton Egg curry
274,1.7,0.3,0,344,19,1.7,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
518,53,19,72,32,5,53.01,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
57,0.1,0,0,7,10,0.12,Chapati Bhindi masala Rajma chawal
612,57,1.3,0,1,53,56.98,Vegetable biryani Rajma curry Boondi raita
333,29,10,74,846,28,29.18,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
66,0.1,0,0,1,11,0.1,Chapati Gobi paratha Dum aloo
42,1.7,0.8,8,458,0,1.69,Khichdi Labra mixed vegetable curry Fish curry
26,0.4,0.1,0,98,12,0.39,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
337,2.4,0.3,0,3,244,2.39,Paratha Baingan masala Rajma chawal
469,22,4.1,0,195,33,21.52,Luchi Chholar dal Alur torkari potato curry
387,5.8,3.6,69,517,1184,5.78,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
123,0.4,0.1,0,3,11,0.44,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
398,5.4,0.9,0,7,5,5.44,Biryani Keema curry Onion raita
354,33,30,0,20,14,33.49,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
316,16,2.5,0,374,22,16.1,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
448,22,2,0,42,35,22,Paratha Baingan bharta Mix vegetable raita
45,0.3,0,0,0,12,0.3,Luchi Aloo posto Chana masala
331,15,7.4,0,50,1280,15.22,Rice Pabda fish curry Potol bhaja fried pointed gourd
462,17,5.7,1,402,0,17.4,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
69,0.6,0.2,0,37,21,0.6,Biryani Chicken rezala Pineapple raita
452,36,25,105,423,895,35.59,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
264,21,15,46,459,140,21.08,Vegetable pulao Kadai paneer Cucumber tomato salad
18,0.1,0,0,21,27,0.1,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
376,0.1,0,0,366,14,0.1,Paratha Methi thepla Aloo matar curry
31,0.2,0,0,1,1,0.19,Radhaballavi Aloo bhaja Tomato khejur chutney
181,14,8.7,35,70,141,14.1,Chapati Paneer tikka masala Bhindi masala
142,0.1,0,0,251,18,0.11,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
34,0.2,0.1,0,16,9,0.19,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
352,2.9,0.4,0,6,29,2.93,Biryani Chicken curry Mutton curry
127,0.4,0,0,1,27,0.4,Roti Gobi paratha Dum aloo
192,7.1,0.7,0,476,51,7.1,Khichdi Begun bhaja Mutton curry
127,3.4,1.3,83,57,17,3.36,Biryani Keema curry Onion raita
63,0.3,0,0,2,70,0.3,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
89,0.5,0.1,0,1,44,0.53,Rice Dal lentils Fish curry
236,4.6,0.6,0,413,85,4.6,Roti flatbread Chicken curry Mixed vegetable sabzi
50,2.7,0.4,0,570,7,2.71,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
295,7.2,1.9,0,62,1139,7.24,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
58,1.4,0.2,0,41,123,1.44,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
310,0.5,0,0,4,1,0.45,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
132,11,1.5,0,12,20,10.8,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
305,25,7.1,95,4450,66,25.1,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
223,2,0.3,0,353,178,2,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
52,0.2,0,0,1,6,0.17,Vegetable pulao Chicken rezala Raita
308,25,9.3,60,960,85,24.59,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
0,0,0,0,6,0,0,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
141,7.5,3.4,22,385,97,7.46,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
28,0.6,0.1,0,426,58,0.62,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
79,0.9,0.3,52,61,10,0.91,Mutton biryani Raita Keema matar minced meat with peas
188,0,0,0,474,0,0,Roti Bhindi do pyaza Palak paneer
237,3.9,0.2,0,83,1346,3.9,Biryani Kosha Mangsho slow-cooked mutton Egg curry
47,0.1,0,0,8,4,0.1,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
654,65,6.1,0,2,98,65.21,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
292,5.5,1.4,0,452,1140,5.48,Chapati Bhindi masala Rajma chawal
335,4.2,2.6,0,27,114,4.24,Vegetable biryani Rajma curry Boondi raita
525,36,26,0,16,184,36.31,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
52,0.2,0,0,166,7,0.17,Chapati Gobi paratha Dum aloo
143,9.5,3.1,372,142,56,9.51,Khichdi Labra mixed vegetable curry Fish curry
521,30,18,7,179,112,29.85,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
33,0.4,0.1,0,18,3,0.41,Paratha Baingan masala Rajma chawal
444,13,3.8,572,800,326,13,Luchi Chholar dal Alur torkari potato curry
357,2.9,0.4,0,13,500,2.9,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
192,8.4,5.2,29,60,120,8.4,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
72,0.9,0.1,0,345,10,0.88,Biryani Keema curry Onion raita
179,5.1,3.3,35,199,961,5.1,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
16,0.2,0,0,25,33,0.22,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
146,4.8,0,0,51,15,4.8,Paratha Baingan bharta Mix vegetable raita
204,15,5.5,44,821,9,14.8,Luchi Aloo posto Chana masala
14,0,0,0,7,103,0.04,Rice Pabda fish curry Potol bhaja fried pointed gourd
392,26,16,68,1376,1184,25.83,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
91,0.5,0,0,1091,5,0.46,Biryani Chicken rezala Pineapple raita
426,18,5.4,2,571,20,17.86,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
120,10,2,0,2,10,10.06,Vegetable pulao Kadai paneer Cucumber tomato salad
387,6.7,0.7,0,64,45,6.69,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
563,49,6.4,0,10,89,48.75,Paratha Methi thepla Aloo matar curry
570,48,7.3,0,1,62,47.58,Radhaballavi Aloo bhaja Tomato khejur chutney
327,0.6,0.1,0,180,140,0.55,Chapati Paneer tikka masala Bhindi masala
553,44,7.8,0,12,37,43.85,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
455,38,14,88,1235,8,38.27,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
395,1.4,0.2,0,0,13,1.4,Biryani Chicken curry Mutton curry
336,31,9.9,87,1240,196,30.61,Roti Gobi paratha Dum aloo
197,7.4,0.7,0,479,53,7.4,Khichdi Begun bhaja Mutton curry
102,1.6,0,0,6,47,1.58,Biryani Keema curry Onion raita
348,0.5,0.1,0,59,183,0.5,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
333,18,2.4,0,294,54,17.8,Rice Dal lentils Fish curry
21,0.2,0,0,11,13,0.2,Roti flatbread Chicken curry Mixed vegetable sabzi
311,25,9.5,56,1246,18,25.39,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
329,1.9,0.3,0,2,25,1.92,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
331,1.6,0.3,0,2,27,1.56,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
327,1.5,0.3,0,2,29,1.54,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
261,11,3.8,35,461,76,10.55,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
298,18,1,0,35,709,17.77,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
274,13,4,0,277,632,13,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
323,6.4,1.5,0,67,176,6.41,Vegetable pulao Chicken rezala Raita
410,34,19,99,644,711,33.82,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
111,6.2,1.6,58,49,41,6.2,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
6,0.1,0,0,303,3,0.07,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
121,3.5,1.7,22,475,45,3.45,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
347,1.2,0.2,0,12,113,1.23,Mutton biryani Raita Keema matar minced meat with peas
356,20,3.6,0,833,22,19.61,Roti Bhindi do pyaza Palak paneer
106,3,1.6,10,37,100,3,Biryani Kosha Mangsho slow-cooked mutton Egg curry
313,9.5,1.4,6,417,13,9.5,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
60,0.1,0,0,5586,20,0.1,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
344,1.7,0.3,0,21,130,1.69,Chapati Bhindi masala Rajma chawal
313,3.3,1.8,12,170,71,3.25,Vegetable biryani Rajma curry Boondi raita
51,0.8,0,0,0,18,0.8,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
466,20,3.2,0,875,0,20,Chapati Gobi paratha Dum aloo
245,2.2,0.4,0,2,29,2.2,Khichdi Labra mixed vegetable curry Fish curry
89,0.1,0,0,1,12,0.13,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
67,0.4,0.2,2,238,60,0.4,Paratha Baingan masala Rajma chawal
119,3.7,0.5,0,443,26,3.7,Luchi Chholar dal Alur torkari potato curry
44,0.3,0.1,0,4,65,0.3,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
321,0.5,0.1,0,50,178,0.53,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
37,0,0,0,1,5,0,Biryani Keema curry Onion raita
92,1.4,0.4,233,44,32,1.38,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
379,0.4,0.1,0,635,5,0.4,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
377,0.6,0.4,0,1441,12,0.6,Paratha Baingan bharta Mix vegetable raita
291,23,0,0,0,0,23.3,Luchi Aloo posto Chana masala
38,0.9,0,0,600,9,0.89,Rice Pabda fish curry Potol bhaja fried pointed gourd
354,1.8,0.4,0,1537,21,1.78,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
688,78,11,0,486,7,77.8,Biryani Chicken rezala Pineapple raita
659,67,16,0,3,160,67.1,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
251,2.6,0,0,0,0,2.6,Vegetable pulao Kadai paneer Cucumber tomato salad
116,3.3,1.2,0,0,13,3.3,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
293,14,2.4,59,482,12,14.25,Paratha Methi thepla Aloo matar curry
420,14,2.2,5,659,160,13.8,Radhaballavi Aloo bhaja Tomato khejur chutney
84,0.6,0.1,42,836,46,0.6,Chapati Paneer tikka masala Bhindi masala
134,5.9,0.9,60,51,26,5.86,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
631,70,13,0,658,6,70.2,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
167,4.4,1.7,109,60,22,4.42,Biryani Chicken curry Mutton curry
21,0,0,0,173,16,0,Roti Gobi paratha Dum aloo
49,0.3,0,0,0,40,0.3,Khichdi Begun bhaja Mutton curry
367,12,2.2,30,228,86,11.58,Biryani Keema curry Onion raita
105,0.4,0.1,0,1,50,0.4,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
347,2.6,0.5,0,195,8,2.64,Rice Dal lentils Fish curry
415,9.8,1.5,0,567,172,9.8,Roti flatbread Chicken curry Mixed vegetable sabzi
465,18,11,0,13,33,18.33,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
421,14,3.2,10,394,35,14.08,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
145,4.2,2.1,11,312,84,4.22,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
29,0.1,0,0,12,17,0.1,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
343,2.1,0.5,0,58,85,2.07,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
2,0.2,0,0,0,0,0.2,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
97,2,0.5,41,68,10,2,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
126,1.6,0.4,64,73,37,1.63,Vegetable pulao Chicken rezala Raita
495,26,13,0,256,32,25.5,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
104,3.6,1,83,58,17,3.61,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
156,6.8,1.8,5,376,57,6.77,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
491,23,6.4,5,809,113,23.2,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
296,8.7,2.5,0,361,98,8.7,Mutton biryani Raita Keema matar minced meat with peas
187,10,0,83,114,28,10.28,Roti Bhindi do pyaza Palak paneer
496,24,3.5,0,887,0,24.3,Biryani Kosha Mangsho slow-cooked mutton Egg curry
125,3,0,0,0,0,3,Rice Shorshe Bhapa Chingri mustard-steamed prawns Kacha aam er chatni raw mango chutney
436,19,5,11,328,8,19.48,Radhaballavi Chanar dalna cottage cheese curry Bhaja mulo fried radish
541,30,28,0,41,108,29.73,Chapati Bhindi masala Rajma chawal
426,16,8.6,0,3,34,15.59,Vegetable biryani Rajma curry Boondi raita
367,0.6,0.1,0,1499,6,0.6,Rice Maacher tel jhal spicy fish curry Aloo fulkopi bhaja fried potatoes with cauliflower
285,17,6.9,0,0,0,16.6,Chapati Gobi paratha Dum aloo
363,3.7,0.5,0,5,138,3.69,Khichdi Labra mixed vegetable curry Fish curry
149,10,4,33,509,47,10.47,Rice Shorshe Posto Diye Rui Maach rohu fish in mustard and poppy seed paste Kachumber salad
252,14,2,32,252,40,13.55,Paratha Baingan masala Rajma chawal
54,0,0,1,19,3,0,Luchi Chholar dal Alur torkari potato curry
37,0.1,0,0,0,12,0.1,Rice Bhapa Shorshe Maach steamed mustard fish Kakrol bhaja stir-fried teasel gourd
239,0.8,0.1,0,7,28,0.76,Chapati Malai kofta Aloo methi sabzi potatoes with fenugreek
70,0.1,0,0,18,10,0.14,Biryani Keema curry Onion raita
494,24,17,12,299,118,23.68,Rice Ilish bhapa steamed Hilsa fish Shojne daata diye moong dal
466,20,3.3,0,883,0,20.4,Radhaballavi Aloo dum Lau chingri bottle gourd with prawns
512,27,6.4,2,761,104,26.85,Paratha Baingan bharta Mix vegetable raita
357,1.2,0.3,0,1,6,1.24,Luchi Aloo posto Chana masala
538,33,14,10,41,110,33.21,Rice Pabda fish curry Potol bhaja fried pointed gourd
100,2.4,0.3,50,922,7,2.37,Chapati Methi aloo Gajar matar sabzi carrot and pea curry
32,0.3,0.1,0,7,12,0.3,Biryani Chicken rezala Pineapple raita
194,12,4.2,18,375,145,11.75,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta
298,12,4.1,9,659,39,11.94,Vegetable pulao Kadai paneer Cucumber tomato salad
204,9.3,3.2,42,225,94,9.3,Rice Shrimp curry Jhinge aloo posto ridge gourd with potatoes in poppy seed paste
329,30,12,56,1025,10,30.26,Paratha Methi thepla Aloo matar curry
245,1.8,0,0,386,140,1.75,Radhaballavi Aloo bhaja Tomato khejur chutney
41,0.7,0,0,72,7,0.7,Chapati Paneer tikka masala Bhindi masala
260,11,2.6,0,246,12,11,Luchi Sorshe Shorshe mustard-flavored curry Moong dal
34,0,0,0,12,1,0,Rice Shorshe Posto Bata Diye Ilish Bhapa Hilsa fish in poppy seed paste Bitter gourd fry
156,2,0.7,91,118,6,2.01,Biryani Chicken curry Mutton curry
20,0.3,0,0,29,116,0.27,Roti Gobi paratha Dum aloo
197,15,8,38,493,311,14.92,Khichdi Begun bhaja Mutton curry
94,0.1,0,0,6,3,0.13,Biryani Keema curry Onion raita
212,7,2.1,117,59,22,6.96,Roti Lauki ke kofte bottle gourd dumplings in tomato gravy Baingan bharta.
63,0,0,0,492,33,0,Rice Dal lentils Fish curry
257,0.3,0,0,511,84,0.3,Roti flatbread Chicken curry Mixed vegetable sabzi
389,4.2,0.9,0,1429,78,4.2,Khichuri rice and lentil porridge Aloo bhaja fried potatoes Fish fry
105,4,0.9,60,54,13,4.04,Luchi deep-fried flatbread Aloo dum spiced potato curry Cholar dal Bengal gram lentils
37,0.1,0,0,10,15,0.1,Steamed rice Shorshe Ilish Hilsa fish in mustard sauce Bhindi bhaja fried okra
94,2.1,0.5,240,69,11,2.06,Paratha layered flatbread Mutton curry Baingan bhaja fried eggplant
135,12,7.5,39,89,104,12,Panta bhat fermented rice soaked in water Shorshe Maach mustard fish Potato mash
41,1.4,0.2,0,39,165,1.44,Rice Lau Ghonto bottle gourd curry Bhapa Maach steamed fish
149,5,2.9,16,72,108,5,Radhaballavi stuffed lentil puri Chholar dal Aloo posto potatoes in poppy seed paste
251,14,2.6,0,67,6,13.5,Vegetable pulao Chicken rezala Raita
88,0.1,0,0,3,18,0.12,Rice Shorshe Posto Bata Diye Bhetki mustard-poppy seed paste fish Tomato chutney
50,0.3,0,0,1,27,0.26,Panta Ilish fermented rice with Hilsa fish Shingara samosa Chingri bhaja fried shrimp
499,55,34,106,36,48,55.1,Paratha Niramish Aloo Dum vegetarian spiced potato curry Gobi Manchurian
297,4.3,1.3,170,228,42,4.3,Rice Doi Maach fish in yogurt curry Bandhakopir torkari cabbage curry
337,14,2.1,45,668,278,13.5,Mutton biryani Raita Keema matar minced meat with peas
114,0.3,0.1,0,340,73,0.29,Roti Bhindi do pyaza Palak paneer
412,18,4.7,11,345,26,18.3,Biryani Kosha Mangsho slow-cooked mutton Egg curry
